WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
WA301907;07.12.2025;AR501907;100029;PRISMA WERKSTOFFE SE;3007,00;Werk Musterhausen
WA301908;26.12.2025;AR501908;100137;PRISMA DISTRIBUTION GMBH;22415,00;Werk Musterhausen
WA301909;31.12.2025;AR501909;100022;WEST INDUSTRIEBEDARF GMBH;24633,00;Werk Musterhausen
WA301910;28.12.2025;AR501910;100047;ADLER KARTON KG;44092,00;Werk Musterhausen
WA301911;08.12.2025;AR501911;100078;FALKE SYSTEME GMBH;1453,00;Werk Musterhausen
WA301912;14.12.2025;AR501912;100068;VEGA ETIKETTEN KG;45547,00;Werk Musterhausen
WA301913;10.12.2025;AR501913;100119;TITAN WERKSTOFFE GMBH & CO. KG;4698,00;Werk Musterhausen
WA301914;09.12.2025;AR501914;100133;ADLER FORMTEILE GMBH & CO. KG;46549,00;Werk Musterhausen
WA301915;28.12.2025;AR501915;100004;PRISMA SYSTEME AG;10654,00;Werk Musterhausen
WA301916;04.12.2025;AR501916;100130;TITAN DISTRIBUTION GMBH;45427,00;Werk Musterhausen
WA301917;31.12.2025;AR501917;100093;TERRA RECYCLING GMBH;25329,00;Werk Musterhausen
WA301918;08.12.2025;AR501918;100153;KRONOS INDUSTRIEBEDARF E.K.;26385,00;Werk Musterhausen
WA301919;15.12.2025;AR501919;100108;ATLAS MASCHINEN AG;6157,00;Werk Musterhausen
WA301920;09.12.2025;AR501920;100046;SÜD KUNSTSTOFF KG;34763,00;Werk Musterhausen
WA301921;28.12.2025;AR501921;100018;SOLUM RECYCLING AG;38034,00;Werk Musterhausen
WA301922;10.12.2025;AR501922;100080;RATIO SYSTEME GMBH;9616,00;Werk Musterhausen
WA301923;29.12.2025;AR501923;100078;FALKE SYSTEME GMBH;11827,00;Werk Musterhausen
WA301924;11.12.2025;AR501924;100057;CORVUS FORMTEILE GMBH;2357,00;Werk Musterhausen
WA301925;09.12.2025;AR501925;100095;KRONOS MASCHINEN SE;33972,00;Werk Musterhausen
WA301926;17.12.2025;AR501926;100099;VEGA CHEMIE KG;43366,00;Werk Musterhausen
WA301927;04.12.2025;AR501927;100026;IRIS KUNSTSTOFF E.K.;48322,00;Werk Musterhausen
WA301928;30.12.2025;AR501928;100054;CIVES ETIKETTEN SE;20438,00;Werk Musterhausen
WA301929;06.12.2025;AR501929;100046;SÜD KUNSTSTOFF KG;44585,00;Werk Musterhausen
WA301930;30.12.2025;AR501930;100132;CORVUS CHEMIE KG;10403,00;Werk Musterhausen
WA301931;25.12.2025;AR501931;100008;FALKE CHEMIE KG;33914,00;Werk Musterhausen
WA301932;06.12.2025;AR501932;100101;WEST KARTON GMBH;22139,00;Werk Musterhausen
WA301933;19.12.2025;AR501933;100025;LUPUS CHEMIE AG;50365,00;Werk Musterhausen
WA301934;30.12.2025;AR501934;100031;RATIO PAPIER KG;19994,00;Werk Musterhausen
WA301935;18.12.2025;AR501935;100048;ATLAS ETIKETTEN GMBH & CO. KG;6889,00;Werk Musterhausen
WA301936;05.12.2025;AR501936;100109;SOLUM KARTON GMBH & CO. KG;36512,00;Werk Musterhausen
WA301937;31.12.2025;AR501937;100050;OST CHEMIE GMBH;35560,00;Werk Musterhausen
WA301938;26.12.2025;AR501938;100061;TERRA KARTON E.K.;27496,00;Werk Musterhausen
WA301939;21.12.2025;AR501939;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;4089,00;Werk Musterhausen
WA301940;14.12.2025;AR501940;100001;FOKUS KUNSTSTOFF GMBH;6388,00;Werk Musterhausen
WA301941;06.12.2025;AR501941;100056;NORD WERKSTOFFE SE;33162,00;Werk Musterhausen
WA301942;29.12.2025;AR501942;100093;TERRA RECYCLING GMBH;19362,00;Werk Musterhausen
WA301943;21.12.2025;AR501943;100145;ATLAS RECYCLING SE;28647,00;Werk Musterhausen
WA301944;12.12.2025;AR501944;100113;MERKUR RECYCLING E.K.;47033,00;Werk Musterhausen
WA301945;26.12.2025;AR501945;100082;NORD PAPIER KG;53473,00;Werk Musterhausen
WA301946;24.12.2025;AR501946;100058;VEGA ETIKETTEN GMBH & CO. KG;21769,00;Werk Musterhausen
WA301947;22.12.2025;AR501947;100057;CORVUS FORMTEILE GMBH;4102,00;Werk Musterhausen
WA301948;15.12.2025;AR501948;100058;VEGA ETIKETTEN GMBH & CO. KG;3811,00;Werk Musterhausen
WA301949;19.12.2025;AR501949;100136;KRANICH LOGISTIK GMBH;7416,00;Werk Musterhausen
WA301950;25.12.2025;AR501950;100139;RATIO BESCHICHTUNG KG;3715,00;Werk Musterhausen
WA301951;18.12.2025;AR501951;100037;PACTUM TECHNIK GMBH;49254,00;Werk Musterhausen
WA301952;22.12.2025;AR501952;100035;CIVES TECHNIK GMBH;4736,00;Werk Musterhausen
WA301953;13.12.2025;AR501953;100086;HELIOS FOLIEN GMBH & CO. KG;34115,00;Werk Musterhausen
WA301954;05.12.2025;AR501954;100147;NOVA BESCHICHTUNG KG;12738,00;Werk Musterhausen
WA301955;04.12.2025;AR501955;100046;SÜD KUNSTSTOFF KG;16555,00;Werk Musterhausen
WA301956;17.12.2025;AR501956;100015;OST WERKSTOFFE AG;1714,00;Werk Musterhausen
WA301957;12.12.2025;AR501957;100113;MERKUR RECYCLING E.K.;3903,00;Werk Musterhausen
WA301958;20.12.2025;AR501958;100111;PACTUM RECYCLING E.K.;21024,00;Werk Musterhausen
WA301959;19.12.2025;AR501959;100139;RATIO BESCHICHTUNG KG;19662,00;Werk Musterhausen
WA301960;06.12.2025;AR501960;100095;KRONOS MASCHINEN SE;23095,00;Werk Musterhausen
WA301961;23.12.2025;AR501961;100114;ATLAS CHEMIE GMBH;30683,00;Werk Musterhausen
WA301962;28.12.2025;AR501962;100158;WEST SYSTEME AG;48774,00;Werk Musterhausen
WA301963;14.12.2025;AR501963;100113;MERKUR RECYCLING E.K.;19692,00;Werk Musterhausen
WA301964;29.12.2025;AR501964;100150;SÜD RECYCLING GMBH;22908,00;Werk Musterhausen
WA301965;23.12.2025;AR501965;100127;TERRA TECHNIK KG;11782,00;Werk Musterhausen
WA301966;27.12.2025;AR501966;100106;ALPHA RECYCLING AG;20158,00;Werk Musterhausen
WA301967;08.12.2025;AR501967;100029;PRISMA WERKSTOFFE SE;15944,00;Werk Musterhausen
WA301968;11.12.2025;AR501968;100058;VEGA ETIKETTEN GMBH & CO. KG;25796,00;Werk Musterhausen
WA301969;25.12.2025;AR501969;100077;KRANICH FORMTEILE E.K.;16589,00;Werk Musterhausen
WA301970;02.12.2025;AR501970;100086;HELIOS FOLIEN GMBH & CO. KG;46076,00;Werk Musterhausen
WA301971;04.12.2025;AR501971;100087;SOLUM VERPACKUNG GMBH;15231,00;Werk Musterhausen
WA301972;25.12.2025;AR501972;100002;FOKUS DRUCK SE;29069,00;Werk Musterhausen
WA301973;10.12.2025;AR501973;100099;VEGA CHEMIE KG;46876,00;Werk Musterhausen
WA301974;24.12.2025;AR501974;100126;DELTA TECHNIK SE;39940,00;Werk Musterhausen
WA301975;14.12.2025;AR501975;100149;RATIO DISTRIBUTION GMBH;16084,00;Werk Musterhausen
WA301976;02.12.2025;AR501976;100099;VEGA CHEMIE KG;28324,00;Werk Musterhausen
WA301977;24.12.2025;AR501977;100021;HELIOS RECYCLING GMBH;30702,00;Werk Musterhausen
WA301978;22.12.2025;AR501978;100067;NOVA DRUCK GMBH;13541,00;Werk Musterhausen
WA301979;08.12.2025;AR501979;100091;RATIO RECYCLING AG;47142,00;Werk Musterhausen
WA301980;26.12.2025;AR501980;100037;PACTUM TECHNIK GMBH;47571,00;Werk Musterhausen
WA301981;01.12.2025;AR501981;100039;IRIS TECHNIK GMBH;36336,00;Werk Musterhausen
WA301982;02.12.2025;AR501982;100137;PRISMA DISTRIBUTION GMBH;22109,00;Werk Musterhausen
WA301983;13.12.2025;AR501983;100024;KRANICH HANDEL GMBH;33498,00;Werk Musterhausen
WA301984;08.12.2025;AR501984;100039;IRIS TECHNIK GMBH;7249,00;Werk Musterhausen
WA301985;30.12.2025;AR501985;100083;MERKUR MASCHINEN GMBH;4783,00;Werk Musterhausen
WA301986;21.12.2025;AR501986;100066;SOLUM PAPIER GMBH;11858,00;Werk Musterhausen
WA301987;15.12.2025;AR501987;100082;NORD PAPIER KG;11112,00;Werk Musterhausen
WA301988;06.12.2025;AR501988;100007;RATIO LOGISTIK GMBH;52618,00;Werk Musterhausen
WA301989;14.12.2025;AR501989;100017;HELIOS ETIKETTEN KG;44264,00;Werk Musterhausen
WA301990;15.12.2025;AR501990;100042;ADLER HANDEL GMBH;12308,00;Werk Musterhausen
WA301991;12.12.2025;AR501991;100101;WEST KARTON GMBH;35639,00;Werk Musterhausen
WA301992;16.12.2025;AR501992;100094;SATURN FORMTEILE SE;38647,00;Werk Musterhausen
WA301993;14.12.2025;AR501993;100002;FOKUS DRUCK SE;48938,00;Werk Musterhausen
WA301994;29.12.2025;AR501994;100021;HELIOS RECYCLING GMBH;52397,00;Werk Musterhausen
WA301995;04.12.2025;AR501995;100125;AURORA HANDEL GMBH;47589,00;Werk Musterhausen
WA301996;18.12.2025;AR501996;100081;ADLER RECYCLING GMBH;24449,00;Werk Musterhausen
WA301997;29.12.2025;AR501997;100073;KRANICH MASCHINEN AG;49444,00;Werk Musterhausen
WA301998;14.12.2025;AR501998;100089;LUPUS RECYCLING GMBH;40324,00;Werk Musterhausen
WA301999;27.12.2025;AR501999;100075;FALKE ETIKETTEN E.K.;31339,00;Werk Musterhausen
WA302000;20.12.2025;AR502000;100028;VEGA FOLIEN GMBH;44484,00;Werk Musterhausen
WA302001;15.12.2025;AR502001;100127;TERRA TECHNIK KG;3711,00;Werk Musterhausen
WA302002;01.12.2025;AR502002;100149;RATIO DISTRIBUTION GMBH;39677,00;Werk Musterhausen
WA302003;15.12.2025;AR502003;100101;WEST KARTON GMBH;48041,00;Werk Musterhausen
WA302004;16.12.2025;AR502004;100116;KRANICH MASCHINEN KG;14298,00;Werk Musterhausen
WA302005;15.12.2025;AR502005;100070;ADLER DRUCK GMBH;22176,00;Werk Musterhausen
WA302006;18.12.2025;AR502006;100127;TERRA TECHNIK KG;49295,00;Werk Musterhausen
WA302007;13.12.2025;AR502007;100023;OST PAPIER SE;38542,00;Werk Musterhausen
WA302008;09.12.2025;AR502008;100057;CORVUS FORMTEILE GMBH;46385,00;Werk Musterhausen
WA302009;31.12.2025;AR502009;100140;MERKUR HANDEL E.K.;4230,00;Werk Musterhausen
WA302010;03.12.2025;AR502010;100055;ADLER DRUCK KG;29818,00;Werk Musterhausen
WA302011;08.12.2025;AR502011;100122;FOKUS SYSTEME GMBH;51672,00;Werk Musterhausen
WA302012;06.12.2025;AR502012;100102;CASTOR FORMTEILE GMBH;10613,00;Werk Musterhausen
WA302013;26.12.2025;AR502013;100114;ATLAS CHEMIE GMBH;44359,00;Werk Musterhausen
WA302014;18.12.2025;AR502014;100158;WEST SYSTEME AG;9729,00;Werk Musterhausen
WA302015;09.12.2025;AR502015;100033;WEST TECHNIK GMBH;41947,00;Werk Musterhausen
WA302016;17.12.2025;AR502016;100034;BOREAS PAPIER GMBH;647,00;Werk Musterhausen
WA302017;01.12.2025;AR502017;100096;ALPHA SYSTEME E.K.;40026,00;Werk Musterhausen
WA302018;20.12.2025;AR502018;100097;VEGA WERKSTOFFE KG;5481,00;Werk Musterhausen
WA302019;02.12.2025;AR502019;100152;NORD WERKSTOFFE GMBH;54041,00;Werk Musterhausen
WA302020;07.12.2025;AR502020;100045;HELIOS DRUCK GMBH;31291,00;Werk Musterhausen
WA302021;20.12.2025;AR502021;100108;ATLAS MASCHINEN AG;11532,00;Werk Musterhausen
WA302022;23.12.2025;AR502022;100009;TITAN TECHNIK GMBH;40499,00;Werk Musterhausen
WA302023;30.12.2025;AR502023;100131;WEST FORMTEILE GMBH;46650,00;Werk Musterhausen
WA302024;01.12.2025;AR502024;100047;ADLER KARTON KG;41529,00;Werk Musterhausen
WA302025;17.12.2025;AR502025;100013;NOVA FORMTEILE GMBH;2860,00;Werk Musterhausen
WA302026;13.12.2025;AR502026;100149;RATIO DISTRIBUTION GMBH;9927,00;Werk Musterhausen
WA302027;24.12.2025;AR502027;100015;OST WERKSTOFFE AG;13143,00;Werk Musterhausen
WA302028;15.12.2025;AR502028;100118;LUPUS PAPIER GMBH;6843,00;Werk Musterhausen
WA302029;01.12.2025;AR502029;100029;PRISMA WERKSTOFFE SE;30891,00;Werk Musterhausen
WA302030;31.12.2025;AR502030;100062;POLLUX BESCHICHTUNG GMBH;34598,00;Werk Musterhausen
WA302031;08.12.2025;AR502031;100078;FALKE SYSTEME GMBH;13776,00;Werk Musterhausen
WA302032;03.12.2025;AR502032;100072;IRIS LOGISTIK E.K.;47440,00;Werk Musterhausen
WA302033;06.12.2025;AR502033;100023;OST PAPIER SE;52537,00;Werk Musterhausen
WA302034;05.12.2025;AR502034;100021;HELIOS RECYCLING GMBH;11862,00;Werk Musterhausen
WA302035;29.12.2025;AR502035;100149;RATIO DISTRIBUTION GMBH;46983,00;Werk Musterhausen
WA302036;26.12.2025;AR502036;100141;SOLUM TRANSPORT KG;38403,00;Werk Musterhausen
WA302037;28.12.2025;AR502037;100068;VEGA ETIKETTEN KG;5857,00;Werk Musterhausen
WA302038;14.12.2025;AR502038;100049;OST KARTON AG;26853,00;Werk Musterhausen
WA302039;24.12.2025;AR502039;100062;POLLUX BESCHICHTUNG GMBH;31143,00;Werk Musterhausen
