RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;FAKTURADATUM;LEISTUNGSDATUM;BETRAG_EUR;WAEHRUNG;BEMERKUNG
AR501799;Rechnung;100135;PACTUM KARTON E.K.;14.11.2025;14.11.2025;27704,00;EUR;
AR501800;Rechnung;100039;IRIS TECHNIK GMBH;27.11.2025;27.11.2025;5915,00;EUR;
AR501801;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;24.11.2025;24.11.2025;47454,00;EUR;
AR501802;Rechnung;100041;PRISMA HANDEL E.K.;14.11.2025;14.11.2025;15256,00;EUR;
AR501803;Rechnung;100037;PACTUM TECHNIK GMBH;26.11.2025;26.11.2025;53680,00;EUR;
AR501804;Rechnung;100041;PRISMA HANDEL E.K.;20.11.2025;20.11.2025;8064,00;EUR;
AR501805;Rechnung;100029;PRISMA WERKSTOFFE SE;13.11.2025;13.11.2025;34267,00;EUR;
AR501806;Rechnung;100038;SATURN MASCHINEN GMBH;27.11.2025;27.11.2025;48636,00;EUR;
AR501807;Rechnung;100098;PACTUM FOLIEN AG;05.11.2025;05.11.2025;8043,00;EUR;
AR501808;Rechnung;100142;NOVA RECYCLING SE;03.11.2025;03.11.2025;45471,00;EUR;
AR501809;Rechnung;100130;TITAN DISTRIBUTION GMBH;25.11.2025;25.11.2025;7496,00;EUR;
AR501810;Rechnung;100147;NOVA BESCHICHTUNG KG;08.11.2025;08.11.2025;23163,00;EUR;
AR501811;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;10.11.2025;10.11.2025;4477,00;EUR;
AR501812;Rechnung;100099;VEGA CHEMIE KG;07.11.2025;07.11.2025;53376,00;EUR;
AR501813;Rechnung;100107;CASTOR VERPACKUNG AG;03.11.2025;03.11.2025;35984,00;EUR;
AR501814;Rechnung;100037;PACTUM TECHNIK GMBH;16.11.2025;16.11.2025;28963,00;EUR;
AR501815;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;15.11.2025;15.11.2025;24171,00;EUR;
AR501816;Rechnung;100052;ORION TRANSPORT GMBH;13.11.2025;13.11.2025;20345,00;EUR;
AR501817;Rechnung;100074;WEST LOGISTIK KG;23.11.2025;23.11.2025;22112,00;EUR;
AR501818;Rechnung;100110;RATIO RECYCLING E.K.;07.11.2025;07.11.2025;8691,00;EUR;
AR501819;Rechnung;100159;MERKUR DRUCK AG;23.11.2025;23.11.2025;43375,00;EUR;
AR501820;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;08.11.2025;08.11.2025;43398,00;EUR;
AR501821;Rechnung;100063;MERKUR DRUCK SE;23.11.2025;23.11.2025;863,00;EUR;
AR501822;Rechnung;100085;WEST LOGISTIK GMBH;02.11.2025;02.11.2025;33451,00;EUR;
AR501823;Rechnung;100024;KRANICH HANDEL GMBH;04.11.2025;04.11.2025;13213,00;EUR;
AR501824;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;03.11.2025;03.11.2025;29060,00;EUR;
AR501825;Rechnung;100018;SOLUM RECYCLING AG;28.11.2025;28.11.2025;3476,00;EUR;
AR501826;Rechnung;100137;PRISMA DISTRIBUTION GMBH;17.11.2025;17.11.2025;45823,00;EUR;
AR501827;Rechnung;100125;AURORA HANDEL GMBH;10.11.2025;10.11.2025;19986,00;EUR;
AR501828;Rechnung;100014;ALPHA HANDEL GMBH;09.11.2025;09.11.2025;51108,00;EUR;
AR501829;Rechnung;100154;CIVES WERKSTOFFE E.K.;07.11.2025;07.11.2025;39564,00;EUR;
AR501830;Rechnung;100125;AURORA HANDEL GMBH;21.11.2025;21.11.2025;16226,00;EUR;
AR501831;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;17.11.2025;17.11.2025;40435,00;EUR;
AR501832;Rechnung;100007;RATIO LOGISTIK GMBH;16.11.2025;16.11.2025;13287,00;EUR;
AR501833;Rechnung;100064;FALKE MASCHINEN GMBH;30.11.2025;30.11.2025;34173,00;EUR;
AR501834;Rechnung;100027;BOREAS TRANSPORT AG;13.11.2025;13.11.2025;52371,00;EUR;
AR501835;Rechnung;100145;ATLAS RECYCLING SE;20.11.2025;20.11.2025;53428,00;EUR;
AR501836;Rechnung;100084;FOKUS LOGISTIK AG;06.11.2025;06.11.2025;40747,00;EUR;
AR501837;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;28.11.2025;28.11.2025;20805,00;EUR;
AR501838;Rechnung;100042;ADLER HANDEL GMBH;24.11.2025;24.11.2025;25720,00;EUR;
AR501839;Rechnung;100154;CIVES WERKSTOFFE E.K.;16.11.2025;16.11.2025;48823,00;EUR;
AR501840;Rechnung;100025;LUPUS CHEMIE AG;15.11.2025;15.11.2025;54177,00;EUR;
AR501841;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;06.11.2025;06.11.2025;44936,00;EUR;
AR501842;Rechnung;100053;REIHER LOGISTIK GMBH;09.11.2025;09.11.2025;41672,00;EUR;
AR501843;Rechnung;100067;NOVA DRUCK GMBH;20.11.2025;20.11.2025;46310,00;EUR;
AR501844;Rechnung;100078;FALKE SYSTEME GMBH;24.11.2025;24.11.2025;49599,00;EUR;
AR501845;Rechnung;100027;BOREAS TRANSPORT AG;26.11.2025;26.11.2025;40962,00;EUR;
AR501846;Rechnung;100087;SOLUM VERPACKUNG GMBH;23.11.2025;23.11.2025;36308,00;EUR;
AR501847;Rechnung;100015;OST WERKSTOFFE AG;30.11.2025;30.11.2025;27269,00;EUR;
AR501848;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;21.11.2025;21.11.2025;16912,00;EUR;
AR501849;Rechnung;100112;WEST CHEMIE GMBH & CO. KG;14.11.2025;14.11.2025;48089,00;EUR;
AR501850;Rechnung;100075;FALKE ETIKETTEN E.K.;15.11.2025;15.11.2025;37414,00;EUR;
AR501851;Rechnung;100130;TITAN DISTRIBUTION GMBH;13.11.2025;13.11.2025;18853,00;EUR;
AR501852;Rechnung;100090;WEST WERKSTOFFE GMBH;10.11.2025;10.11.2025;45967,00;EUR;
AR501853;Rechnung;100065;ATLAS ETIKETTEN E.K.;27.11.2025;27.11.2025;27379,00;EUR;
AR501854;Rechnung;100013;NOVA FORMTEILE GMBH;19.11.2025;19.11.2025;51004,00;EUR;
AR501855;Rechnung;100024;KRANICH HANDEL GMBH;11.11.2025;11.11.2025;7149,00;EUR;
AR501856;Rechnung;100060;ATLAS FOLIEN GMBH & CO. KG;05.11.2025;05.11.2025;35469,00;EUR;
AR501857;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;12.11.2025;12.11.2025;30255,00;EUR;
AR501858;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;01.11.2025;01.11.2025;34462,00;EUR;
AR501859;Rechnung;100112;WEST CHEMIE GMBH & CO. KG;08.11.2025;08.11.2025;50682,00;EUR;
AR501860;Rechnung;100138;ALPHA FOLIEN GMBH;01.11.2025;01.11.2025;11267,00;EUR;
AR501861;Rechnung;100084;FOKUS LOGISTIK AG;30.11.2025;30.11.2025;1204,00;EUR;
AR501862;Rechnung;100024;KRANICH HANDEL GMBH;03.11.2025;03.11.2025;20766,00;EUR;
AR501863;Rechnung;100052;ORION TRANSPORT GMBH;20.11.2025;20.11.2025;36529,00;EUR;
AR501864;Rechnung;100037;PACTUM TECHNIK GMBH;29.11.2025;29.11.2025;17922,00;EUR;
AR501865;Rechnung;100126;DELTA TECHNIK SE;04.11.2025;04.11.2025;28840,00;EUR;
AR501866;Rechnung;100076;PACTUM LOGISTIK SE;08.11.2025;08.11.2025;7003,00;EUR;
AR501867;Rechnung;100011;BOREAS BESCHICHTUNG E.K.;23.11.2025;23.11.2025;22397,00;EUR;
AR501868;Rechnung;100084;FOKUS LOGISTIK AG;21.11.2025;21.11.2025;42035,00;EUR;
AR501869;Rechnung;100023;OST PAPIER SE;17.11.2025;17.11.2025;22919,00;EUR;
AR501870;Rechnung;100144;WEST CHEMIE SE;26.12.2025;26.12.2025;51912,00;EUR;
AR501871;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;01.12.2025;01.12.2025;24330,00;EUR;
AR501872;Rechnung;100066;SOLUM PAPIER GMBH;01.12.2025;01.12.2025;28759,00;EUR;
AR501873;Rechnung;100088;NOVA BESCHICHTUNG GMBH;15.12.2025;15.12.2025;51512,00;EUR;
AR501874;Rechnung;100098;PACTUM FOLIEN AG;13.12.2025;13.12.2025;44196,00;EUR;
AR501875;Rechnung;100054;CIVES ETIKETTEN SE;13.12.2025;13.12.2025;37724,00;EUR;
AR501876;Rechnung;100011;BOREAS BESCHICHTUNG E.K.;11.12.2025;11.12.2025;23370,00;EUR;
AR501877;Rechnung;100099;VEGA CHEMIE KG;06.12.2025;06.12.2025;2999,00;EUR;
AR501878;Rechnung;100067;NOVA DRUCK GMBH;16.12.2025;16.12.2025;852,00;EUR;
AR501879;Rechnung;100075;FALKE ETIKETTEN E.K.;23.12.2025;23.12.2025;5486,00;EUR;
AR501880;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;16.12.2025;16.12.2025;43316,00;EUR;
AR501881;Rechnung;100158;WEST SYSTEME AG;30.12.2025;30.12.2025;28067,00;EUR;
AR501882;Rechnung;100073;KRANICH MASCHINEN AG;22.12.2025;22.12.2025;2790,00;EUR;
AR501883;Rechnung;100067;NOVA DRUCK GMBH;14.12.2025;14.12.2025;24198,00;EUR;
AR501884;Rechnung;100054;CIVES ETIKETTEN SE;21.12.2025;21.12.2025;7009,00;EUR;
AR501885;Rechnung;100068;VEGA ETIKETTEN KG;18.12.2025;18.12.2025;12147,00;EUR;
AR501886;Rechnung;100081;ADLER RECYCLING GMBH;10.12.2025;10.12.2025;53603,00;EUR;
AR501887;Rechnung;100082;NORD PAPIER KG;20.12.2025;20.12.2025;25739,00;EUR;
AR501888;Rechnung;100045;HELIOS DRUCK GMBH;17.12.2025;17.12.2025;4567,00;EUR;
AR501889;Rechnung;100159;MERKUR DRUCK AG;08.12.2025;08.12.2025;14611,00;EUR;
AR501890;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;15.12.2025;15.12.2025;7213,00;EUR;
AR501891;Rechnung;100087;SOLUM VERPACKUNG GMBH;19.12.2025;19.12.2025;50250,00;EUR;
AR501892;Rechnung;100044;VEGA FORMTEILE GMBH;06.12.2025;06.12.2025;16099,00;EUR;
AR501893;Rechnung;100112;WEST CHEMIE GMBH & CO. KG;22.12.2025;22.12.2025;21370,00;EUR;
AR501894;Rechnung;100117;ATLAS HANDEL E.K.;22.12.2025;22.12.2025;35882,00;EUR;
AR501895;Rechnung;100087;SOLUM VERPACKUNG GMBH;11.12.2025;11.12.2025;36555,00;EUR;
AR501896;Rechnung;100085;WEST LOGISTIK GMBH;13.12.2025;13.12.2025;6378,00;EUR;
AR501897;Rechnung;100131;WEST FORMTEILE GMBH;12.12.2025;12.12.2025;5494,00;EUR;
AR501898;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;07.12.2025;07.12.2025;1302,00;EUR;
AR501899;Rechnung;100102;CASTOR FORMTEILE GMBH;08.12.2025;08.12.2025;23770,00;EUR;
AR501900;Rechnung;100154;CIVES WERKSTOFFE E.K.;04.12.2025;04.12.2025;32516,00;EUR;
AR501901;Rechnung;100134;SOLUM TRANSPORT E.K.;29.12.2025;29.12.2025;10572,00;EUR;
AR501902;Rechnung;100063;MERKUR DRUCK SE;09.12.2025;09.12.2025;1967,00;EUR;
AR501903;Rechnung;100145;ATLAS RECYCLING SE;09.12.2025;09.12.2025;1719,00;EUR;
AR501904;Rechnung;100115;BOREAS KUNSTSTOFF KG;18.12.2025;18.12.2025;12806,00;EUR;
AR501905;Rechnung;100113;MERKUR RECYCLING E.K.;18.12.2025;18.12.2025;6881,00;EUR;
AR501906;Rechnung;100024;KRANICH HANDEL GMBH;27.12.2025;27.12.2025;50371,00;EUR;
AR501907;Rechnung;100029;PRISMA WERKSTOFFE SE;07.12.2025;07.12.2025;3007,00;EUR;
AR501908;Rechnung;100137;PRISMA DISTRIBUTION GMBH;26.12.2025;26.12.2025;22415,00;EUR;
AR501909;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;31.12.2025;31.12.2025;24633,00;EUR;
AR501910;Rechnung;100047;ADLER KARTON KG;28.12.2025;28.12.2025;44092,00;EUR;
AR501911;Rechnung;100078;FALKE SYSTEME GMBH;08.12.2025;08.12.2025;1453,00;EUR;
AR501912;Rechnung;100068;VEGA ETIKETTEN KG;14.12.2025;14.12.2025;45547,00;EUR;
AR501913;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;10.12.2025;10.12.2025;4698,00;EUR;
AR501914;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;09.12.2025;09.12.2025;46549,00;EUR;
AR501915;Rechnung;100004;PRISMA SYSTEME AG;28.12.2025;28.12.2025;10654,00;EUR;
AR501916;Rechnung;100130;TITAN DISTRIBUTION GMBH;04.12.2025;04.12.2025;45427,00;EUR;
AR501917;Rechnung;100093;TERRA RECYCLING GMBH;31.12.2025;31.12.2025;25329,00;EUR;
AR501918;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;08.12.2025;08.12.2025;26385,00;EUR;
AR501919;Rechnung;100108;ATLAS MASCHINEN AG;15.12.2025;15.12.2025;6157,00;EUR;
AR501920;Rechnung;100046;SÜD KUNSTSTOFF KG;09.12.2025;09.12.2025;34763,00;EUR;
AR501921;Rechnung;100018;SOLUM RECYCLING AG;28.12.2025;28.12.2025;38034,00;EUR;
AR501922;Rechnung;100080;RATIO SYSTEME GMBH;10.12.2025;10.12.2025;9616,00;EUR;
AR501923;Rechnung;100078;FALKE SYSTEME GMBH;29.12.2025;29.12.2025;11827,00;EUR;
AR501924;Rechnung;100057;CORVUS FORMTEILE GMBH;11.12.2025;11.12.2025;2357,00;EUR;
AR501925;Rechnung;100095;KRONOS MASCHINEN SE;09.12.2025;09.12.2025;33972,00;EUR;
AR501926;Rechnung;100099;VEGA CHEMIE KG;17.12.2025;17.12.2025;43366,00;EUR;
AR501927;Rechnung;100026;IRIS KUNSTSTOFF E.K.;04.12.2025;04.12.2025;48322,00;EUR;
AR501928;Rechnung;100054;CIVES ETIKETTEN SE;30.12.2025;30.12.2025;20438,00;EUR;
AR501929;Rechnung;100046;SÜD KUNSTSTOFF KG;06.12.2025;06.12.2025;44585,00;EUR;
AR501930;Rechnung;100132;CORVUS CHEMIE KG;30.12.2025;30.12.2025;10403,00;EUR;
AR501931;Rechnung;100008;FALKE CHEMIE KG;25.12.2025;25.12.2025;33914,00;EUR;
AR501932;Rechnung;100101;WEST KARTON GMBH;06.12.2025;06.12.2025;22139,00;EUR;
AR501933;Rechnung;100025;LUPUS CHEMIE AG;19.12.2025;19.12.2025;50365,00;EUR;
AR501934;Rechnung;100031;RATIO PAPIER KG;30.12.2025;30.12.2025;19994,00;EUR;
AR501935;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;18.12.2025;18.12.2025;6889,00;EUR;
AR501936;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;05.12.2025;05.12.2025;36512,00;EUR;
AR501937;Rechnung;100050;OST CHEMIE GMBH;31.12.2025;31.12.2025;35560,00;EUR;
AR501938;Rechnung;100061;TERRA KARTON E.K.;26.12.2025;26.12.2025;27496,00;EUR;
AR501939;Rechnung;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;21.12.2025;21.12.2025;4089,00;EUR;
AR501940;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;14.12.2025;14.12.2025;6388,00;EUR;
AR501941;Rechnung;100056;NORD WERKSTOFFE SE;06.12.2025;06.12.2025;33162,00;EUR;
AR501942;Rechnung;100093;TERRA RECYCLING GMBH;29.12.2025;29.12.2025;19362,00;EUR;
AR501943;Rechnung;100145;ATLAS RECYCLING SE;21.12.2025;21.12.2025;28647,00;EUR;
AR501944;Rechnung;100113;MERKUR RECYCLING E.K.;12.12.2025;12.12.2025;47033,00;EUR;
AR501945;Rechnung;100082;NORD PAPIER KG;26.12.2025;26.12.2025;53473,00;EUR;
AR501946;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;24.12.2025;24.12.2025;21769,00;EUR;
AR501947;Rechnung;100057;CORVUS FORMTEILE GMBH;22.12.2025;22.12.2025;4102,00;EUR;
AR501948;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;15.12.2025;15.12.2025;3811,00;EUR;
AR501949;Rechnung;100136;KRANICH LOGISTIK GMBH;19.12.2025;19.12.2025;7416,00;EUR;
AR501950;Rechnung;100139;RATIO BESCHICHTUNG KG;25.12.2025;25.12.2025;3715,00;EUR;
AR501951;Rechnung;100037;PACTUM TECHNIK GMBH;18.12.2025;18.12.2025;49254,00;EUR;
AR501952;Rechnung;100035;CIVES TECHNIK GMBH;22.12.2025;22.12.2025;4736,00;EUR;
AR501953;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;13.12.2025;13.12.2025;34115,00;EUR;
AR501954;Rechnung;100147;NOVA BESCHICHTUNG KG;05.12.2025;05.12.2025;12738,00;EUR;
AR501955;Rechnung;100046;SÜD KUNSTSTOFF KG;04.12.2025;04.12.2025;16555,00;EUR;
AR501956;Rechnung;100015;OST WERKSTOFFE AG;17.12.2025;17.12.2025;1714,00;EUR;
AR501957;Rechnung;100113;MERKUR RECYCLING E.K.;12.12.2025;12.12.2025;3903,00;EUR;
AR501958;Rechnung;100111;PACTUM RECYCLING E.K.;20.12.2025;20.12.2025;21024,00;EUR;
AR501959;Rechnung;100139;RATIO BESCHICHTUNG KG;19.12.2025;19.12.2025;19662,00;EUR;
AR501960;Rechnung;100095;KRONOS MASCHINEN SE;06.12.2025;06.12.2025;23095,00;EUR;
AR501961;Rechnung;100114;ATLAS CHEMIE GMBH;23.12.2025;23.12.2025;30683,00;EUR;
AR501962;Rechnung;100158;WEST SYSTEME AG;28.12.2025;28.12.2025;48774,00;EUR;
AR501963;Rechnung;100113;MERKUR RECYCLING E.K.;14.12.2025;14.12.2025;19692,00;EUR;
AR501964;Rechnung;100150;SÜD RECYCLING GMBH;29.12.2025;29.12.2025;22908,00;EUR;
AR501965;Rechnung;100127;TERRA TECHNIK KG;23.12.2025;23.12.2025;11782,00;EUR;
AR501966;Rechnung;100106;ALPHA RECYCLING AG;27.12.2025;27.12.2025;20158,00;EUR;
AR501967;Rechnung;100029;PRISMA WERKSTOFFE SE;08.12.2025;08.12.2025;15944,00;EUR;
AR501968;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;11.12.2025;11.12.2025;25796,00;EUR;
AR501969;Rechnung;100077;KRANICH FORMTEILE E.K.;25.12.2025;25.12.2025;16589,00;EUR;
AR501970;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;02.12.2025;02.12.2025;46076,00;EUR;
AR501971;Rechnung;100087;SOLUM VERPACKUNG GMBH;04.12.2025;04.12.2025;15231,00;EUR;
AR501972;Rechnung;100002;FOKUS DRUCK SE;25.12.2025;25.12.2025;29069,00;EUR;
AR501973;Rechnung;100099;VEGA CHEMIE KG;10.12.2025;10.12.2025;46876,00;EUR;
AR501974;Rechnung;100126;DELTA TECHNIK SE;24.12.2025;24.12.2025;39940,00;EUR;
AR501975;Rechnung;100149;RATIO DISTRIBUTION GMBH;14.12.2025;14.12.2025;16084,00;EUR;
AR501976;Rechnung;100099;VEGA CHEMIE KG;02.12.2025;02.12.2025;28324,00;EUR;
AR501977;Rechnung;100021;HELIOS RECYCLING GMBH;24.12.2025;24.12.2025;30702,00;EUR;
AR501978;Rechnung;100067;NOVA DRUCK GMBH;22.12.2025;22.12.2025;13541,00;EUR;
AR501979;Rechnung;100091;RATIO RECYCLING AG;08.12.2025;08.12.2025;47142,00;EUR;
AR501980;Rechnung;100037;PACTUM TECHNIK GMBH;26.12.2025;26.12.2025;47571,00;EUR;
AR501981;Rechnung;100039;IRIS TECHNIK GMBH;01.12.2025;01.12.2025;36336,00;EUR;
AR501982;Rechnung;100137;PRISMA DISTRIBUTION GMBH;02.12.2025;02.12.2025;22109,00;EUR;
AR501983;Rechnung;100024;KRANICH HANDEL GMBH;13.12.2025;13.12.2025;33498,00;EUR;
AR501984;Rechnung;100039;IRIS TECHNIK GMBH;08.12.2025;08.12.2025;7249,00;EUR;
AR501985;Rechnung;100083;MERKUR MASCHINEN GMBH;30.12.2025;30.12.2025;4783,00;EUR;
AR501986;Rechnung;100066;SOLUM PAPIER GMBH;21.12.2025;21.12.2025;11858,00;EUR;
AR501987;Rechnung;100082;NORD PAPIER KG;15.12.2025;15.12.2025;11112,00;EUR;
AR501988;Rechnung;100007;RATIO LOGISTIK GMBH;06.12.2025;06.12.2025;52618,00;EUR;
AR501989;Rechnung;100017;HELIOS ETIKETTEN KG;14.12.2025;14.12.2025;44264,00;EUR;
AR501990;Rechnung;100042;ADLER HANDEL GMBH;15.12.2025;15.12.2025;12308,00;EUR;
AR501991;Rechnung;100101;WEST KARTON GMBH;12.12.2025;12.12.2025;35639,00;EUR;
AR501992;Rechnung;100094;SATURN FORMTEILE SE;16.12.2025;16.12.2025;38647,00;EUR;
AR501993;Rechnung;100002;FOKUS DRUCK SE;14.12.2025;14.12.2025;48938,00;EUR;
AR501994;Rechnung;100021;HELIOS RECYCLING GMBH;29.12.2025;29.12.2025;52397,00;EUR;
AR501995;Rechnung;100125;AURORA HANDEL GMBH;04.12.2025;04.12.2025;47589,00;EUR;
AR501996;Rechnung;100081;ADLER RECYCLING GMBH;18.12.2025;18.12.2025;24449,00;EUR;
AR501997;Rechnung;100073;KRANICH MASCHINEN AG;29.12.2025;29.12.2025;49444,00;EUR;
AR501998;Rechnung;100089;LUPUS RECYCLING GMBH;14.12.2025;14.12.2025;40324,00;EUR;
AR501999;Rechnung;100075;FALKE ETIKETTEN E.K.;27.12.2025;27.12.2025;31339,00;EUR;
AR502000;Rechnung;100028;VEGA FOLIEN GMBH;20.12.2025;20.12.2025;44484,00;EUR;
AR502001;Rechnung;100127;TERRA TECHNIK KG;15.12.2025;15.12.2025;3711,00;EUR;
AR502002;Rechnung;100149;RATIO DISTRIBUTION GMBH;01.12.2025;01.12.2025;39677,00;EUR;
AR502003;Rechnung;100101;WEST KARTON GMBH;15.12.2025;15.12.2025;48041,00;EUR;
AR502004;Rechnung;100116;KRANICH MASCHINEN KG;16.12.2025;16.12.2025;14298,00;EUR;
AR502005;Rechnung;100070;ADLER DRUCK GMBH;15.12.2025;15.12.2025;22176,00;EUR;
AR502006;Rechnung;100127;TERRA TECHNIK KG;18.12.2025;18.12.2025;49295,00;EUR;
AR502007;Rechnung;100023;OST PAPIER SE;13.12.2025;13.12.2025;38542,00;EUR;
AR502008;Rechnung;100057;CORVUS FORMTEILE GMBH;09.12.2025;09.12.2025;46385,00;EUR;
AR502009;Rechnung;100140;MERKUR HANDEL E.K.;31.12.2025;31.12.2025;4230,00;EUR;
AR502010;Rechnung;100055;ADLER DRUCK KG;03.12.2025;03.12.2025;29818,00;EUR;
AR502011;Rechnung;100122;FOKUS SYSTEME GMBH;08.12.2025;08.12.2025;51672,00;EUR;
AR502012;Rechnung;100102;CASTOR FORMTEILE GMBH;06.12.2025;06.12.2025;10613,00;EUR;
AR502013;Rechnung;100114;ATLAS CHEMIE GMBH;26.12.2025;26.12.2025;44359,00;EUR;
AR502014;Rechnung;100158;WEST SYSTEME AG;18.12.2025;18.12.2025;9729,00;EUR;
AR502015;Rechnung;100033;WEST TECHNIK GMBH;09.12.2025;09.12.2025;41947,00;EUR;
AR502016;Rechnung;100034;BOREAS PAPIER GMBH;17.12.2025;17.12.2025;647,00;EUR;
AR502017;Rechnung;100096;ALPHA SYSTEME E.K.;01.12.2025;01.12.2025;40026,00;EUR;
AR502018;Rechnung;100097;VEGA WERKSTOFFE KG;20.12.2025;20.12.2025;5481,00;EUR;
AR502019;Rechnung;100152;NORD WERKSTOFFE GMBH;02.12.2025;02.12.2025;54041,00;EUR;
AR502020;Rechnung;100045;HELIOS DRUCK GMBH;07.12.2025;07.12.2025;31291,00;EUR;
AR502021;Rechnung;100108;ATLAS MASCHINEN AG;20.12.2025;20.12.2025;11532,00;EUR;
AR502022;Rechnung;100009;TITAN TECHNIK GMBH;23.12.2025;23.12.2025;40499,00;EUR;
AR502023;Rechnung;100131;WEST FORMTEILE GMBH;30.12.2025;30.12.2025;46650,00;EUR;
AR502024;Rechnung;100047;ADLER KARTON KG;01.12.2025;01.12.2025;41529,00;EUR;
AR502025;Rechnung;100013;NOVA FORMTEILE GMBH;17.12.2025;17.12.2025;2860,00;EUR;
AR502026;Rechnung;100149;RATIO DISTRIBUTION GMBH;13.12.2025;13.12.2025;9927,00;EUR;
AR502027;Rechnung;100015;OST WERKSTOFFE AG;24.12.2025;24.12.2025;13143,00;EUR;
AR502028;Rechnung;100118;LUPUS PAPIER GMBH;15.12.2025;15.12.2025;6843,00;EUR;
AR502029;Rechnung;100029;PRISMA WERKSTOFFE SE;01.12.2025;01.12.2025;30891,00;EUR;
AR502030;Rechnung;100062;POLLUX BESCHICHTUNG GMBH;31.12.2025;31.12.2025;34598,00;EUR;
AR502031;Rechnung;100078;FALKE SYSTEME GMBH;08.12.2025;08.12.2025;13776,00;EUR;
AR502032;Rechnung;100072;IRIS LOGISTIK E.K.;03.12.2025;03.12.2025;47440,00;EUR;
AR502033;Rechnung;100023;OST PAPIER SE;06.12.2025;06.12.2025;52537,00;EUR;
AR502034;Rechnung;100021;HELIOS RECYCLING GMBH;05.12.2025;05.12.2025;11862,00;EUR;
AR502035;Rechnung;100149;RATIO DISTRIBUTION GMBH;29.12.2025;29.12.2025;46983,00;EUR;
AR502036;Rechnung;100141;SOLUM TRANSPORT KG;26.12.2025;26.12.2025;38403,00;EUR;
AR502037;Rechnung;100068;VEGA ETIKETTEN KG;28.12.2025;28.12.2025;5857,00;EUR;
AR502038;Rechnung;100049;OST KARTON AG;14.12.2025;14.12.2025;26853,00;EUR;
AR502039;Rechnung;100062;POLLUX BESCHICHTUNG GMBH;24.12.2025;24.12.2025;31143,00;EUR;
SG502041;Gutschrift;100100;KRONOS TRANSPORT SE;05.09.2025;05.09.2025;-22015,00;EUR;Preis-/Mengenkorrektur
